dataset,train_instance_count,test_instance_count,train_label_values,test_label_values,values_dtype,labels_blob_presence,instance_level_binary_label_compatible,minimum_attainable_conformal_p,abstained_n_train_lt5,dataset_train_normal_count_metadata,dataset_test_total_count_metadata
FaceAll_normal_3,140,150,0,0 1,float32,not_used_for_instance_policy,1,0.0070921985815602835,0,140,150
FaceAll_normal_4,136,150,0,0 1,float32,not_used_for_instance_policy,1,0.0072992700729927005,0,136,150
FaceAll_normal_5,140,150,0,0 1,float32,not_used_for_instance_policy,1,0.0070921985815602835,0,140,150
FaceAll_normal_6,149,150,0,0 1,float32,not_used_for_instance_policy,1,0.006666666666666667,0,149,150
FaceAll_normal_7,119,150,0,0 1,float32,not_used_for_instance_policy,1,0.008333333333333333,0,119,150
FaceAll_normal_8,218,250,0,0 1,float32,not_used_for_instance_policy,1,0.0045662100456621,0,218,250
FaceAll_normal_9,112,100,0,0 1,float32,not_used_for_instance_policy,1,0.008849557522123894,0,112,100
FaceFour_normal_1,17,50,0,0 1,float32,not_used_for_instance_policy,1,0.05555555555555555,0,17,50
FaceFour_normal_2,27,50,0,0 1,float32,not_used_for_instance_policy,1,0.03571428571428571,0,27,50
FaceFour_normal_3,23,50,0,0 1,float32,not_used_for_instance_policy,1,0.041666666666666664,0,23,50
FaceFour_normal_4,21,50,0,0 1,float32,not_used_for_instance_policy,1,0.045454545454545456,0,21,50
FacesUCR_normal_1,89,100,0,0 1,float32,not_used_for_instance_policy,1,0.011111111111111112,0,89,100
FacesUCR_normal_10,108,100,0,0 1,float32,not_used_for_instance_policy,1,0.009174311926605505,0,108,100
FacesUCR_normal_11,38,50,0,0 1,float32,not_used_for_instance_policy,1,0.02564102564102564,0,38,50
FacesUCR_normal_12,84,100,0,0 1,float32,not_used_for_instance_policy,1,0.011764705882352941,0,84,100
FacesUCR_normal_13,261,300,0,0 1,float32,not_used_for_instance_policy,1,0.003816793893129771,0,261,300
FacesUCR_normal_14,57,50,0,0 1,float32,not_used_for_instance_policy,1,0.017241379310344827,0,57,50
FacesUCR_normal_2,142,150,0,0 1,float32,not_used_for_instance_policy,1,0.006993006993006993,0,142,150
FacesUCR_normal_3,140,150,0,0 1,float32,not_used_for_instance_policy,1,0.0070921985815602835,0,140,150
FacesUCR_normal_4,136,150,0,0 1,float32,not_used_for_instance_policy,1,0.0072992700729927005,0,136,150
FacesUCR_normal_5,140,150,0,0 1,float32,not_used_for_instance_policy,1,0.0070921985815602835,0,140,150
FacesUCR_normal_6,149,150,0,0 1,float32,not_used_for_instance_policy,1,0.006666666666666667,0,149,150
FacesUCR_normal_7,119,150,0,0 1,float32,not_used_for_instance_policy,1,0.008333333333333333,0,119,150
FacesUCR_normal_8,218,250,0,0 1,float32,not_used_for_instance_policy,1,0.0045662100456621,0,218,250
FacesUCR_normal_9,112,100,0,0 1,float32,not_used_for_instance_policy,1,0.008849557522123894,0,112,100
FiftyWords_normal_1,87,100,0,0 1,float32,not_used_for_instance_policy,1,0.011363636363636364,0,87,100
FiftyWords_normal_10,17,50,0,0 1,float32,not_used_for_instance_policy,1,0.05555555555555555,0,17,50
FiftyWords_normal_11,17,50,0,0 1,float32,not_used_for_instance_policy,1,0.05555555555555555,0,17,50
FiftyWords_normal_12,17,50,0,0 1,float32,not_used_for_instance_policy,1,0.05555555555555555,0,17,50
FiftyWords_normal_13,16,50,0,0 1,float32,not_used_for_instance_policy,1,0.058823529411764705,0,16,50
FiftyWords_normal_14,14,50,0,0 1,float32,not_used_for_instance_policy,1,0.06666666666666667,0,14,50
FiftyWords_normal_15,12,50,0,0 1,float32,not_used_for_instance_policy,1,0.07692307692307693,0,12,50
FiftyWords_normal_16,11,50,0,0 1,float32,not_used_for_instance_policy,1,0.08333333333333333,0,11,50
FiftyWords_normal_17,11,50,0,0 1,float32,not_used_for_instance_policy,1,0.08333333333333333,0,11,50
FiftyWords_normal_18,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
FiftyWords_normal_19,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
FiftyWords_normal_2,72,50,0,0 1,float32,not_used_for_instance_policy,1,0.0136986301369863,0,72,50
FiftyWords_normal_20,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
FiftyWords_normal_21,9,50,0,0 1,float32,not_used_for_instance_policy,1,0.1,0,9,50
FiftyWords_normal_22,8,50,0,0 1,float32,not_used_for_instance_policy,1,0.1111111111111111,0,8,50
FiftyWords_normal_23,8,50,0,0 1,float32,not_used_for_instance_policy,1,0.1111111111111111,0,8,50
FiftyWords_normal_24,8,50,0,0 1,float32,not_used_for_instance_policy,1,0.1111111111111111,0,8,50
FiftyWords_normal_25,8,50,0,0 1,float32,not_used_for_instance_policy,1,0.1111111111111111,0,8,50
FiftyWords_normal_26,8,50,0,0 1,float32,not_used_for_instance_policy,1,0.1111111111111111,0,8,50
FiftyWords_normal_27,8,50,0,0 1,float32,not_used_for_instance_policy,1,0.1111111111111111,0,8,50
FiftyWords_normal_28,7,50,0,0 1,float32,not_used_for_instance_policy,1,0.125,0,7,50
FiftyWords_normal_29,7,50,0,0 1,float32,not_used_for_instance_policy,1,0.125,0,7,50
FiftyWords_normal_3,48,50,0,0 1,float32,not_used_for_instance_policy,1,0.02040816326530612,0,48,50
FiftyWords_normal_30,7,50,0,0 1,float32,not_used_for_instance_policy,1,0.125,0,7,50
FiftyWords_normal_31,7,50,0,0 1,float32,not_used_for_instance_policy,1,0.125,0,7,50
FiftyWords_normal_32,7,50,0,0 1,float32,not_used_for_instance_policy,1,0.125,0,7,50
FiftyWords_normal_33,6,50,0,0 1,float32,not_used_for_instance_policy,1,0.14285714285714285,0,6,50
FiftyWords_normal_34,6,50,0,0 1,float32,not_used_for_instance_policy,1,0.14285714285714285,0,6,50
FiftyWords_normal_35,6,50,0,0 1,float32,not_used_for_instance_policy,1,0.14285714285714285,0,6,50
FiftyWords_normal_36,6,50,0,0 1,float32,not_used_for_instance_policy,1,0.14285714285714285,0,6,50
FiftyWords_normal_37,6,50,0,0 1,float32,not_used_for_instance_policy,1,0.14285714285714285,0,6,50
FiftyWords_normal_38,6,50,0,0 1,float32,not_used_for_instance_policy,1,0.14285714285714285,0,6,50
FiftyWords_normal_39,6,50,0,0 1,float32,not_used_for_instance_policy,1,0.14285714285714285,0,6,50
FiftyWords_normal_4,43,50,0,0 1,float32,not_used_for_instance_policy,1,0.022727272727272728,0,43,50
FiftyWords_normal_40,6,50,0,0 1,float32,not_used_for_instance_policy,1,0.14285714285714285,0,6,50
FiftyWords_normal_41,5,50,0,0 1,float32,not_used_for_instance_policy,1,0.16666666666666666,0,5,50
FiftyWords_normal_42,5,50,0,0 1,float32,not_used_for_instance_policy,1,0.16666666666666666,0,5,50
FiftyWords_normal_43,5,50,0,0 1,float32,not_used_for_instance_policy,1,0.16666666666666666,0,5,50
FiftyWords_normal_44,5,50,0,0 1,float32,not_used_for_instance_policy,1,0.16666666666666666,0,5,50
FiftyWords_normal_45,5,50,0,0 1,float32,not_used_for_instance_policy,1,0.16666666666666666,0,5,50
FiftyWords_normal_46,5,50,0,0 1,float32,not_used_for_instance_policy,1,0.16666666666666666,0,5,50
FiftyWords_normal_47,5,50,0,0 1,float32,not_used_for_instance_policy,1,0.16666666666666666,0,5,50
FiftyWords_normal_48,5,50,0,0 1,float32,not_used_for_instance_policy,1,0.16666666666666666,0,5,50
FiftyWords_normal_49,4,50,0,0 1,float32,not_used_for_instance_policy,1,0.2,1,4,50
FiftyWords_normal_5,30,50,0,0 1,float32,not_used_for_instance_policy,1,0.03225806451612903,0,30,50
FiftyWords_normal_50,4,50,0,0 1,float32,not_used_for_instance_policy,1,0.2,1,4,50
FiftyWords_normal_6,27,50,0,0 1,float32,not_used_for_instance_policy,1,0.03571428571428571,0,27,50
FiftyWords_normal_7,25,50,0,0 1,float32,not_used_for_instance_policy,1,0.038461538461538464,0,25,50
FiftyWords_normal_8,19,50,0,0 1,float32,not_used_for_instance_policy,1,0.05,0,19,50
FiftyWords_normal_9,19,50,0,0 1,float32,not_used_for_instance_policy,1,0.05,0,19,50
Fish_normal_1,40,50,0,0 1,float32,not_used_for_instance_policy,1,0.024390243902439025,0,40,50
Fish_normal_2,40,50,0,0 1,float32,not_used_for_instance_policy,1,0.024390243902439025,0,40,50
Fish_normal_3,40,50,0,0 1,float32,not_used_for_instance_policy,1,0.024390243902439025,0,40,50
Fish_normal_4,40,50,0,0 1,float32,not_used_for_instance_policy,1,0.024390243902439025,0,40,50
Fish_normal_5,40,50,0,0 1,float32,not_used_for_instance_policy,1,0.024390243902439025,0,40,50
Fish_normal_6,40,50,0,0 1,float32,not_used_for_instance_policy,1,0.024390243902439025,0,40,50
Fish_normal_7,40,50,0,0 1,float32,not_used_for_instance_policy,1,0.024390243902439025,0,40,50
FordA_normal_-1,2021,2550,0,0 1,float32,not_used_for_instance_policy,1,0.0004945598417408506,0,2021,2550
FordA_normal_1,1915,2400,0,0 1,float32,not_used_for_instance_policy,1,0.0005219206680584551,0,1915,2400
FordB_normal_-1,1808,2300,0,0 1,float32,not_used_for_instance_policy,1,0.000552791597567717,0,1808,2300
FordB_normal_1,1748,2200,0,0 1,float32,not_used_for_instance_policy,1,0.0005717552887364208,0,1748,2200
FreezerRegularTrain_normal_1,1200,1500,0,0 1,float32,not_used_for_instance_policy,1,0.0008326394671107411,0,1200,1500
FreezerRegularTrain_normal_2,1200,1500,0,0 1,float32,not_used_for_instance_policy,1,0.0008326394671107411,0,1200,1500
FreezerSmallTrain_normal_1,1151,1450,0,0 1,float32,not_used_for_instance_policy,1,0.0008680555555555555,0,1151,1450
FreezerSmallTrain_normal_2,1151,1450,0,0 1,float32,not_used_for_instance_policy,1,0.0008680555555555555,0,1151,1450
Fungi_normal_1,6,50,0,0 1,float32,not_used_for_instance_policy,1,0.14285714285714285,0,6,50
Fungi_normal_10,6,50,0,0 1,float32,not_used_for_instance_policy,1,0.14285714285714285,0,6,50
Fungi_normal_11,6,50,0,0 1,float32,not_used_for_instance_policy,1,0.14285714285714285,0,6,50
Fungi_normal_12,12,50,0,0 1,float32,not_used_for_instance_policy,1,0.07692307692307693,0,12,50
Fungi_normal_13,6,50,0,0 1,float32,not_used_for_instance_policy,1,0.14285714285714285,0,6,50
Fungi_normal_14,6,50,0,0 1,float32,not_used_for_instance_policy,1,0.14285714285714285,0,6,50
Fungi_normal_15,9,50,0,0 1,float32,not_used_for_instance_policy,1,0.1,0,9,50
Fungi_normal_16,9,50,0,0 1,float32,not_used_for_instance_policy,1,0.1,0,9,50
Fungi_normal_17,6,50,0,0 1,float32,not_used_for_instance_policy,1,0.14285714285714285,0,6,50
Fungi_normal_18,12,50,0,0 1,float32,not_used_for_instance_policy,1,0.07692307692307693,0,12,50
Fungi_normal_2,9,50,0,0 1,float32,not_used_for_instance_policy,1,0.1,0,9,50
Fungi_normal_3,6,50,0,0 1,float32,not_used_for_instance_policy,1,0.14285714285714285,0,6,50
Fungi_normal_4,16,50,0,0 1,float32,not_used_for_instance_policy,1,0.058823529411764705,0,16,50
Fungi_normal_5,6,50,0,0 1,float32,not_used_for_instance_policy,1,0.14285714285714285,0,6,50
Fungi_normal_6,9,50,0,0 1,float32,not_used_for_instance_policy,1,0.1,0,9,50
Fungi_normal_7,9,50,0,0 1,float32,not_used_for_instance_policy,1,0.1,0,9,50
Fungi_normal_8,6,50,0,0 1,float32,not_used_for_instance_policy,1,0.14285714285714285,0,6,50
Fungi_normal_9,16,50,0,0 1,float32,not_used_for_instance_policy,1,0.058823529411764705,0,16,50
GestureMidAirD1_normal_1,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD1_normal_10,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD1_normal_11,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD1_normal_12,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD1_normal_13,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD1_normal_14,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD1_normal_15,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD1_normal_16,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD1_normal_17,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD1_normal_18,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD1_normal_19,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD1_normal_2,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD1_normal_20,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD1_normal_21,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD1_normal_22,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD1_normal_23,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD1_normal_24,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD1_normal_25,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD1_normal_26,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD1_normal_3,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD1_normal_4,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD1_normal_5,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD1_normal_6,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD1_normal_7,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD1_normal_8,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD1_normal_9,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD2_normal_1,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD2_normal_10,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD2_normal_11,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD2_normal_12,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD2_normal_13,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD2_normal_14,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD2_normal_15,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD2_normal_16,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD2_normal_17,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD2_normal_18,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD2_normal_19,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD2_normal_2,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD2_normal_20,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD2_normal_21,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD2_normal_22,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD2_normal_23,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD2_normal_24,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD2_normal_25,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD2_normal_26,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD2_normal_3,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD2_normal_4,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD2_normal_5,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD2_normal_6,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD2_normal_7,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD2_normal_8,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD2_normal_9,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD3_normal_1,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD3_normal_10,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD3_normal_11,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD3_normal_12,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD3_normal_13,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD3_normal_14,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD3_normal_15,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD3_normal_16,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD3_normal_17,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD3_normal_18,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD3_normal_19,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD3_normal_2,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD3_normal_20,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD3_normal_21,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD3_normal_22,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD3_normal_23,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD3_normal_24,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD3_normal_25,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD3_normal_26,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD3_normal_3,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD3_normal_4,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD3_normal_5,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD3_normal_6,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD3_normal_7,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD3_normal_8,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GestureMidAirD3_normal_9,10,50,0,0 1,float32,not_used_for_instance_policy,1,0.09090909090909091,0,10,50
GesturePebbleZ1_normal_1,39,50,0,0 1,float32,not_used_for_instance_policy,1,0.025,0,39,50
GesturePebbleZ1_normal_2,36,50,0,0 1,float32,not_used_for_instance_policy,1,0.02702702702702703,0,36,50
GesturePebbleZ1_normal_3,43,50,0,0 1,float32,not_used_for_instance_policy,1,0.022727272727272728,0,43,50
GesturePebbleZ1_normal_4,42,50,0,0 1,float32,not_used_for_instance_policy,1,0.023255813953488372,0,42,50
GesturePebbleZ1_normal_5,41,50,0,0 1,float32,not_used_for_instance_policy,1,0.023809523809523808,0,41,50
GesturePebbleZ1_normal_6,40,50,0,0 1,float32,not_used_for_instance_policy,1,0.024390243902439025,0,40,50
GesturePebbleZ2_normal_1,39,50,0,0 1,float32,not_used_for_instance_policy,1,0.025,0,39,50
GesturePebbleZ2_normal_2,36,50,0,0 1,float32,not_used_for_instance_policy,1,0.02702702702702703,0,36,50
GesturePebbleZ2_normal_3,43,50,0,0 1,float32,not_used_for_instance_policy,1,0.022727272727272728,0,43,50
GesturePebbleZ2_normal_4,42,50,0,0 1,float32,not_used_for_instance_policy,1,0.023255813953488372,0,42,50
GesturePebbleZ2_normal_5,41,50,0,0 1,float32,not_used_for_instance_policy,1,0.023809523809523808,0,41,50
GesturePebbleZ2_normal_6,40,50,0,0 1,float32,not_used_for_instance_policy,1,0.024390243902439025,0,40,50
GunPointAgeSpan_normal_1,182,200,0,0 1,float32,not_used_for_instance_policy,1,0.00546448087431694,0,182,200
GunPointAgeSpan_normal_2,178,200,0,0 1,float32,not_used_for_instance_policy,1,0.00558659217877095,0,178,200
GunPointMaleVersusFemale_normal_1,189,200,0,0 1,float32,not_used_for_instance_policy,1,0.005263157894736842,0,189,200
GunPointMaleVersusFemale_normal_2,171,200,0,0 1,float32,not_used_for_instance_policy,1,0.005813953488372093,0,171,200
GunPointOldVersusYoung_normal_1,172,200,0,0 1,float32,not_used_for_instance_policy,1,0.005780346820809248,0,172,200
GunPointOldVersusYoung_normal_2,188,200,0,0 1,float32,not_used_for_instance_policy,1,0.005291005291005291,0,188,200
GunPoint_normal_1,80,100,0,0 1,float32,not_used_for_instance_policy,1,0.012345679012345678,0,80,100
GunPoint_normal_2,80,100,0,0 1,float32,not_used_for_instance_policy,1,0.012345679012345678,0,80,100
Ham_normal_1,82,100,0,0 1,float32,not_used_for_instance_policy,1,0.012048192771084338,0,82,100
Ham_normal_2,88,100,0,0 1,float32,not_used_for_instance_policy,1,0.011235955056179775,0,88,100
HandOutlines_normal_0,396,500,0,0 1,float32,not_used_for_instance_policy,1,0.0025188916876574307,0,396,500
HandOutlines_normal_1,700,850,0,0 1,float32,not_used_for_instance_policy,1,0.0014265335235378032,0,700,850
Haptics_normal_1,62,50,0,0 1,float32,not_used_for_instance_policy,1,0.015873015873015872,0,62,50
Haptics_normal_2,73,50,0,0 1,float32,not_used_for_instance_policy,1,0.013513513513513514,0,73,50
Haptics_normal_3,74,50,0,0 1,float32,not_used_for_instance_policy,1,0.013333333333333334,0,74,50
Haptics_normal_4,80,100,0,0 1,float32,not_used_for_instance_policy,1,0.012345679012345678,0,80,100
Haptics_normal_5,80,100,0,0 1,float32,not_used_for_instance_policy,1,0.012345679012345678,0,80,100
Herring_normal_1,61,50,0,0 1,float32,not_used_for_instance_policy,1,0.016129032258064516,0,61,50
Herring_normal_2,40,50,0,0 1,float32,not_used_for_instance_policy,1,0.024390243902439025,0,40,50
HouseTwenty_normal_1,71,50,0,0 1,float32,not_used_for_instance_policy,1,0.013888888888888888,0,71,50
HouseTwenty_normal_2,56,50,0,0 1,float32,not_used_for_instance_policy,1,0.017543859649122806,0,56,50
InlineSkate_normal_1,49,50,0,0 1,float32,not_used_for_instance_policy,1,0.02,0,49,50
InlineSkate_normal_2,80,100,0,0 1,float32,not_used_for_instance_policy,1,0.012345679012345678,0,80,100
InlineSkate_normal_3,82,100,0,0 1,float32,not_used_for_instance_policy,1,0.012048192771084338,0,82,100
InlineSkate_normal_4,86,100,0,0 1,float32,not_used_for_instance_policy,1,0.011494252873563218,0,86,100
InlineSkate_normal_5,93,100,0,0 1,float32,not_used_for_instance_policy,1,0.010638297872340425,0,93,100
InlineSkate_normal_6,78,100,0,0 1,float32,not_used_for_instance_policy,1,0.012658227848101266,0,78,100
InlineSkate_normal_7,49,50,0,0 1,float32,not_used_for_instance_policy,1,0.02,0,49,50
InsectEPGRegularTrain_normal_1,88,100,0,0 1,float32,not_used_for_instance_policy,1,0.011235955056179775,0,88,100
InsectEPGRegularTrain_normal_2,118,150,0,0 1,float32,not_used_for_instance_policy,1,0.008403361344537815,0,118,150
InsectEPGRegularTrain_normal_3,41,50,0,0 1,float32,not_used_for_instance_policy,1,0.023809523809523808,0,41,50
InsectEPGSmallTrain_normal_1,76,50,0,0 1,float32,not_used_for_instance_policy,1,0.012987012987012988,0,76,50
InsectEPGSmallTrain_normal_2,100,100,0,0 1,float32,not_used_for_instance_policy,1,0.009900990099009901,0,100,100
InsectEPGSmallTrain_normal_3,36,50,0,0 1,float32,not_used_for_instance_policy,1,0.02702702702702703,0,36,50
InsectWingbeatSound_normal_1,160,200,0,0 1,float32,not_used_for_instance_policy,1,0.006211180124223602,0,160,200
InsectWingbeatSound_normal_10,160,200,0,0 1,float32,not_used_for_instance_policy,1,0.006211180124223602,0,160,200
InsectWingbeatSound_normal_11,160,200,0,0 1,float32,not_used_for_instance_policy,1,0.006211180124223602,0,160,200
InsectWingbeatSound_normal_2,160,200,0,0 1,float32,not_used_for_instance_policy,1,0.006211180124223602,0,160,200
InsectWingbeatSound_normal_3,160,200,0,0 1,float32,not_used_for_instance_policy,1,0.006211180124223602,0,160,200
InsectWingbeatSound_normal_4,160,200,0,0 1,float32,not_used_for_instance_policy,1,0.006211180124223602,0,160,200
InsectWingbeatSound_normal_5,160,200,0,0 1,float32,not_used_for_instance_policy,1,0.006211180124223602,0,160,200
InsectWingbeatSound_normal_6,160,200,0,0 1,float32,not_used_for_instance_policy,1,0.006211180124223602,0,160,200
InsectWingbeatSound_normal_7,160,200,0,0 1,float32,not_used_for_instance_policy,1,0.006211180124223602,0,160,200
InsectWingbeatSound_normal_8,160,200,0,0 1,float32,not_used_for_instance_policy,1,0.006211180124223602,0,160,200
InsectWingbeatSound_normal_9,160,200,0,0 1,float32,not_used_for_instance_policy,1,0.006211180124223602,0,160,200
ItalyPowerDemand_normal_1,437,550,0,0 1,float32,not_used_for_instance_policy,1,0.00228310502283105,0,437,550
ItalyPowerDemand_normal_2,439,550,0,0 1,float32,not_used_for_instance_policy,1,0.0022727272727272726,0,439,550
LargeKitchenAppliances_normal_1,200,250,0,0 1,float32,not_used_for_instance_policy,1,0.004975124378109453,0,200,250
LargeKitchenAppliances_normal_2,200,250,0,0 1,float32,not_used_for_instance_policy,1,0.004975124378109453,0,200,250
LargeKitchenAppliances_normal_3,200,250,0,0 1,float32,not_used_for_instance_policy,1,0.004975124378109453,0,200,250
Lightning2_normal_-1,38,50,0,0 1,float32,not_used_for_instance_policy,1,0.02564102564102564,0,38,50
Lightning2_normal_1,58,50,0,0 1,float32,not_used_for_instance_policy,1,0.01694915254237288,0,58,50
Lightning7_normal_0,14,50,0,0 1,float32,not_used_for_instance_policy,1,0.06666666666666667,0,14,50
