time_index,normal_p05,normal_p50,normal_p95,normal_reference_00,normal_reference_01,normal_reference_02,normal_reference_03,normal_reference_04,normal_reference_05,normal_reference_06,normal_reference_07,normal_reference_08,normal_reference_09,normal_reference_10,normal_reference_11,normal_reference_12,normal_reference_13,normal_reference_14,normal_reference_15,normal_reference_16
105,0.15258591,0.27396598,0.39398155,0.3923689,0.17170317,0.231066,0.26203832,0.25247145,0.27396598,0.11684193,0.40043208,0.1990726,0.29131085,0.3433721,0.16152191,0.1704372,0.28219733,0.28868362,0.34518918,0.36373863
106,0.054897588,0.17469184,0.29075742,0.28983456,0.07200468,0.13497114,0.17252873,0.15336865,0.17469184,0.015772702,0.29444882,0.10706926,0.21355796,0.2526059,0.06832841,0.06467881,0.1760235,0.19587874,0.25839198,0.26397273
107,-0.034401253,0.08489063,0.19380543,0.19186088,-0.02327451,0.041923802,0.07318489,0.055503078,0.08489063,-0.07890823,0.2015836,-0.0021327808,0.1200633,0.16451283,-0.021475315,-0.022053024,0.086904965,0.091108285,0.17436749,0.16458718
108,-0.1336615,-0.007387962,0.09968589,0.09673843,-0.11056241,-0.05539254,-0.012524358,-0.027159248,-0.007387962,-0.17150089,0.11147576,-0.10059163,0.029289356,0.06742932,-0.12420165,-0.12383792,0.001267302,-0.0043252753,0.08475912,0.068024926
109,-0.21664876,-0.09851763,0.005081669,0.00018278699,-0.19043487,-0.15416422,-0.093784556,-0.12132711,-0.10129284,-0.25107673,0.02467722,-0.1912471,-0.05583913,-0.028280793,-0.20804176,-0.20425074,-0.09851763,-0.0978566,-0.0035993694,-0.027906166
110,-0.2959969,-0.1841444,-0.08547701,-0.10240173,-0.28092432,-0.23674262,-0.1841444,-0.19846869,-0.1817962,-0.32921964,-0.0650418,-0.2686574,-0.12203147,-0.11149074,-0.28769124,-0.28050894,-0.17753741,-0.18761665,-0.090585805,-0.12228569
111,-0.3898703,-0.2720662,-0.16531262,-0.18134372,-0.3553895,-0.31479797,-0.26294002,-0.28782204,-0.26341772,-0.41837448,-0.15659028,-0.34924024,-0.21070573,-0.20113145,-0.38274425,-0.36975098,-0.2720662,-0.27505523,-0.1674932,-0.2160961
112,-0.46096626,-0.35034594,-0.24594559,-0.25626114,-0.4238595,-0.4139903,-0.33367825,-0.37532067,-0.35034594,-0.48616067,-0.2503772,-0.4349869,-0.29344642,-0.2870381,-0.45466766,-0.44231004,-0.3436052,-0.3696862,-0.22821909,-0.29747406
113,-0.531438,-0.41916507,-0.32116517,-0.33760273,-0.507002,-0.48344022,-0.41184288,-0.44259456,-0.41916507,-0.5488193,-0.32439932,-0.49752897,-0.3774503,-0.37116608,-0.52145445,-0.52709264,-0.4099516,-0.4392982,-0.30822858,-0.38067463
114,-0.6110596,-0.4943837,-0.3936923,-0.41767424,-0.58379847,-0.54785764,-0.48220763,-0.5233535,-0.48687366,-0.63006717,-0.3952095,-0.55530596,-0.4542113,-0.44702494,-0.60630774,-0.5996445,-0.4943837,-0.50328964,-0.38762355,-0.46382937
115,-0.67132616,-0.57575655,-0.4773841,-0.4866862,-0.6422778,-0.6146005,-0.55829537,-0.6018352,-0.56487787,-0.68291867,-0.47976223,-0.61704254,-0.5194061,-0.51102257,-0.66323125,-0.66842806,-0.57575655,-0.58830905,-0.4678715,-0.5343416
116,-0.7332695,-0.62954915,-0.5479967,-0.56355464,-0.71438426,-0.71149826,-0.6255096,-0.678335,-0.62954915,-0.7419638,-0.5492531,-0.68797374,-0.59986156,-0.58717036,-0.7139964,-0.7310959,-0.62779045,-0.6580794,-0.542971,-0.616919
117,-0.7911857,-0.7003194,-0.6195383,-0.64516133,-0.7837123,-0.7406888,-0.6868146,-0.7304051,-0.694457,-0.7985649,-0.6206245,-0.75620824,-0.6700175,-0.65740615,-0.78559417,-0.78934085,-0.7003194,-0.7194772,-0.6151937,-0.68555874
118,-0.8514318,-0.7688512,-0.6931026,-0.69146854,-0.8461973,-0.81438935,-0.72852945,-0.8011535,-0.76228863,-0.83541983,-0.6942041,-0.8019604,-0.7300818,-0.7340345,-0.8442744,-0.8723698,-0.7688512,-0.78027225,-0.6935111,-0.75651497
119,-0.90689373,-0.82999206,-0.7595875,-0.7619943,-0.9050218,-0.85270196,-0.772033,-0.8579264,-0.836653,-0.90170234,-0.74996036,-0.8543167,-0.80052185,-0.8009195,-0.9143816,-0.89542824,-0.82416767,-0.82999206,-0.7652877,-0.8257171
120,-0.97214854,-0.8909099,-0.8096911,-0.81024396,-0.9656537,-0.91940063,-0.82084566,-0.9156851,-0.8882731,-0.9743392,-0.8074796,-0.9115255,-0.8705832,-0.8653467,-0.9716009,-0.94770396,-0.8909099,-0.8805211,-0.8440508,-0.8930277
121,-1.0137265,-0.94374335,-0.8658918,-0.8614738,-1.007243,-0.97187877,-0.888275,-0.9814033,-0.94335645,-1.0318435,-0.8669963,-0.9643883,-0.9371123,-0.90307754,-0.99116,-1.0091972,-0.94374335,-0.9216415,-0.9029252,-0.96422297
122,-1.0520318,-1.0003855,-0.93271714,-0.9250532,-1.0367085,-0.99907225,-0.95422965,-1.0217555,-1.0003855,-1.0732532,-0.93463314,-1.0316443,-1.0018214,-0.97035617,-1.0354786,-1.0467263,-0.96229714,-0.9680745,-0.9568721,-1.0163407
123,-1.091447,-1.0373558,-0.97523606,-0.97149044,-1.0825924,-1.0310252,-0.9914936,-1.0842918,-1.0373558,-1.1068307,-0.97617245,-1.0876011,-1.0571288,-1.0138077,-1.0724097,-1.0869329,-1.0148377,-1.0196543,-1.0246165,-1.0655812
124,-1.1338261,-1.0912185,-1.0190535,-1.0177462,-1.1058826,-1.0912185,-1.0393976,-1.1417371,-1.0748295,-1.1318485,-1.0193802,-1.1104991,-1.1148708,-1.0509002,-1.125906,-1.1177162,-1.0526166,-1.0780125,-1.0882194,-1.1271158
125,-1.1815101,-1.1470969,-1.052296,-1.0345753,-1.1529552,-1.1286308,-1.0567262,-1.1937894,-1.1103998,-1.1784402,-1.0710553,-1.1477917,-1.1563197,-1.1078572,-1.1645995,-1.1649657,-1.1053396,-1.1238762,-1.1470969,-1.1598306
126,-1.2231989,-1.1622255,-1.091734,-1.0852039,-1.1935793,-1.1502979,-1.099668,-1.2394631,-1.130145,-1.2191328,-1.0933666,-1.1622255,-1.2051882,-1.1329089,-1.1796402,-1.2063127,-1.1523435,-1.1397133,-1.1787803,-1.2131842
127,-1.2579955,-1.1981544,-1.1272583,-1.1297947,-1.2277358,-1.191288,-1.1370902,-1.2784828,-1.1609113,-1.2528737,-1.1171128,-1.1981544,-1.231189,-1.1786757,-1.213744,-1.201696,-1.1933317,-1.1798772,-1.2254219,-1.2352352
128,-1.2920877,-1.2277441,-1.1643267,-1.1679991,-1.2550749,-1.2254878,-1.1679991,-1.3106587,-1.1937044,-1.2796291,-1.1496365,-1.2277441,-1.2680101,-1.2181816,-1.2412628,-1.2289459,-1.1968446,-1.2134134,-1.2653635,-1.287445
129,-1.3079395,-1.2531892,-1.190547,-1.2000463,-1.2749634,-1.2531892,-1.1918918,-1.3350291,-1.1951511,-1.2991292,-1.1851679,-1.2495658,-1.2974974,-1.2509972,-1.2615759,-1.2744585,-1.2100365,-1.1998446,-1.2979372,-1.3011671
130,-1.3302243,-1.2742704,-1.1982682,-1.224443,-1.2871279,-1.2728813,-1.2091126,-1.3514448,-1.2008812,-1.3107175,-1.1878157,-1.2712518,-1.3162222,-1.276733,-1.2742704,-1.3013471,-1.2319391,-1.2190729,-1.322532,-1.3249191
131,-1.3521016,-1.2797838,-1.2094198,-1.242278,-1.2917519,-1.2465816,-1.2186056,-1.3600254,-1.2118984,-1.2775674,-1.1995056,-1.3152807,-1.3501205,-1.2945555,-1.2797838,-1.3064193,-1.2459809,-1.2310911,-1.3386406,-1.3400021
132,-1.3572127,-1.2726744,-1.2128311,-1.208248,-1.2887785,-1.2447253,-1.220928,-1.360093,-1.2151072,-1.2726744,-1.213977,-1.2718825,-1.3564925,-1.3046888,-1.2775295,-1.3038274,-1.2528768,-1.2358664,-1.3459072,-1.3463632
133,-1.3521574,-1.2644871,-1.2112107,-1.2109559,-1.3047788,-1.2421912,-1.2160265,-1.3517809,-1.2112744,-1.2615827,-1.2208157,-1.2644871,-1.3536634,-1.3069994,-1.2676212,-1.2937037,-1.2524883,-1.233174,-1.3211796,-1.3441309
134,-1.336946,-1.2493429,-1.2026604,-1.2066364,-1.292136,-1.2325224,-1.2033384,-1.335626,-1.1999485,-1.242598,-1.2204827,-1.2493429,-1.3422261,-1.3014551,-1.2505996,-1.275763,-1.2440462,-1.2233001,-1.3086586,-1.333342
135,-1.3182157,-1.2274506,-1.18333,-1.1944666,-1.265848,-1.2149371,-1.1838541,-1.3113818,-1.1812338,-1.2166089,-1.2131463,-1.2274506,-1.3363473,-1.2880398,-1.2259969,-1.2508827,-1.2284884,-1.2060088,-1.2896132,-1.3136828
136,-1.2912244,-1.2058456,-1.1720227,-1.1757407,-1.232548,-1.1907808,-1.1571506,-1.2794468,-1.1916115,-1.1836216,-1.1981872,-1.2219175,-1.312815,-1.2666334,-1.1944275,-1.2183783,-1.2058456,-1.1818873,-1.2623506,-1.2858267
137,-1.2557793,-1.179677,-1.1398628,-1.1924671,-1.1920732,-1.1591442,-1.1237524,-1.24065,-1.1584729,-1.1438904,-1.1763006,-1.2032053,-1.2764087,-1.2379419,-1.1564469,-1.179677,-1.1757103,-1.1506897,-1.2506219,-1.2504039
138,-1.2142004,-1.1478488,-1.1090157,-1.1591274,-1.1453876,-1.1318237,-1.1179857,-1.1950806,-1.1189064,-1.0982149,-1.1478488,-1.1596473,-1.2327491,-1.2023205,-1.1117159,-1.1339782,-1.1746751,-1.1132421,-1.2079417,-1.2095631
139,-1.1835394,-1.1224976,-1.0629598,-1.1607934,-1.1224976,-1.1362529,-1.0713167,-1.1731437,-1.0734199,-1.0462874,-1.112473,-1.1212282,-1.1828253,-1.160176,-1.067128,-1.118831,-1.1310942,-1.069282,-1.1588323,-1.1863955
140,-1.1315706,-1.0810391,-1.0380512,-1.1136312,-1.0638032,-1.0868208,-1.0512522,-1.1149284,-1.0419334,-1.0225228,-1.0709856,-1.093271,-1.1376652,-1.1118165,-1.0561682,-1.0607406,-1.0810391,-1.0528334,-1.1039717,-1.130047
141,-1.0825723,-1.030284,-0.98632485,-1.0610718,-0.9998717,-1.0320265,-0.99308664,-1.0685332,-1.0047911,-0.95927775,-1.026015,-1.0308764,-1.0819647,-1.0850029,-0.9953235,-0.99760103,-1.030284,-1.0007062,-1.0440096,-1.0683621
142,-1.0287747,-0.97119534,-0.93631536,-1.0167388,-0.9582402,-0.97119534,-0.9599314,-1.0312386,-0.9650868,-0.9227332,-1.0029649,-0.96358186,-1.0281588,-1.0248778,-0.9611823,-0.9548216,-1.0137055,-0.9397109,-0.979549,-1.0018817
143,-0.9749355,-0.92703706,-0.8850387,-0.97655326,-0.91057515,-0.93621343,-0.9155317,-0.964723,-0.896684,-0.8722784,-0.95651984,-0.92703706,-0.97453105,-0.9676594,-0.91937107,-0.8891976,-0.9507582,-0.8882287,-0.9162829,-0.9495949
144,-0.94023806,-0.87016445,-0.8233005,-0.9144042,-0.83267474,-0.9110085,-0.87016445,-0.9083354,-0.82861567,-0.8020396,-0.9410933,-0.8539986,-0.89984,-0.94002426,-0.84434557,-0.8383267,-0.91148955,-0.83666897,-0.8565714,-0.8908574
145,-0.8735881,-0.82127726,-0.7690557,-0.8688519,-0.77496463,-0.85604787,-0.82127726,-0.8411376,-0.77591985,-0.74542004,-0.8925327,-0.8009644,-0.84213924,-0.86530983,-0.79272026,-0.79945934,-0.86325896,-0.7757253,-0.78090787,-0.84270716
146,-0.8267207,-0.74676234,-0.7000475,-0.824205,-0.7205488,-0.78936094,-0.7411593,-0.7726805,-0.70626426,-0.6751803,-0.8367837,-0.74676234,-0.7663105,-0.8022398,-0.7331456,-0.73202646,-0.7859753,-0.71337605,-0.7261594,-0.7790495
147,-0.7535472,-0.68274665,-0.63125044,-0.7408252,-0.6475959,-0.7482988,-0.68274665,-0.70232373,-0.6386809,-0.60152864,-0.7745408,-0.68209064,-0.69416946,-0.7374662,-0.6473108,-0.65727174,-0.7300126,-0.6738776,-0.6720376,-0.7064443
148,-0.68913424,-0.61973673,-0.5688635,-0.680676,-0.574126,-0.6792948,-0.61973673,-0.6512238,-0.5745784,-0.54781353,-0.71098447,-0.62147427,-0.61897874,-0.68367165,-0.5814,-0.58044404,-0.66600704,-0.6010902,-0.5952041,-0.6297316
149,-0.6236393,-0.5410853,-0.49858868,-0.6027087,-0.4990366,-0.6191807,-0.52965134,-0.57261574,-0.5146657,-0.496797,-0.6414736,-0.5509517,-0.5410853,-0.6143095,-0.50760776,-0.5248675,-0.60262823,-0.5372989,-0.51691914,-0.54995376
150,-0.5484668,-0.46919176,-0.42468956,-0.53110236,-0.42604873,-0.543509,-0.45923463,-0.5095252,-0.43605042,-0.41925287,-0.56829786,-0.46363857,-0.47834328,-0.5228153,-0.43640262,-0.44003516,-0.5320187,-0.46919176,-0.4423261,-0.48286974
151,-0.4897855,-0.39617848,-0.33736423,-0.46432993,-0.34023067,-0.48377997,-0.3852703,-0.42400315,-0.37298945,-0.32589847,-0.5138076,-0.39645672,-0.39617848,-0.44706818,-0.35807005,-0.3749075,-0.4543885,-0.38506314,-0.36515862,-0.3969285
152,-0.40221033,-0.31752655,-0.2690856,-0.389049,-0.27993795,-0.39462444,-0.3193931,-0.33623874,-0.30632627,-0.25669488,-0.4325539,-0.30509752,-0.31752655,-0.37513492,-0.27218327,-0.30487797,-0.3683327,-0.32029274,-0.30381662,-0.3153541
153,-0.33536658,-0.23169541,-0.18791333,-0.3092852,-0.18916535,-0.32734054,-0.24502607,-0.26183692,-0.21909325,-0.18290523,-0.36747074,-0.23169541,-0.23419553,-0.289761,-0.19980948,-0.21429442,-0.29617724,-0.23029861,-0.21630773,-0.22787713
154,-0.25987995,-0.15338108,-0.10369101,-0.23788355,-0.1075393,-0.25460964,-0.15778045,-0.1689424,-0.14153259,-0.08829782,-0.28096116,-0.15338108,-0.14631502,-0.20214505,-0.12125657,-0.13206004,-0.20787483,-0.1584562,-0.1338344,-0.13824387
155,-0.16780269,-0.063048735,-0.014155665,-0.16209358,-0.015923481,-0.16068804,-0.08049529,-0.08425106,-0.063048735,-0.007084391,-0.19063911,-0.04878857,-0.05706597,-0.12611745,-0.025181338,-0.05026107,-0.1315254,-0.08194805,-0.056459405,-0.05205219
156,-0.0820933,0.0269198,0.077688724,-0.061545298,0.08118204,-0.0736909,0.0014732284,0.0086630415,0.030940978,0.0768154,-0.11570289,0.03709573,0.0269198,-0.046533667,0.058342002,0.04265888,-0.04803983,0.017186001,0.029398471,0.031499874
157,0.0014449907,0.11668257,0.16862941,0.021196144,0.16737276,0.010954607,0.0985802,0.10695886,0.11977336,0.17365602,-0.03659348,0.14678763,0.11874665,0.04818454,0.1461744,0.1402567,0.04935547,0.100248,0.11668257,0.12059886
158,0.08854133,0.19765835,0.26045272,0.10730733,0.2585696,0.09914525,0.1889764,0.19848473,0.1733999,0.2679852,0.046125654,0.25797832,0.20591767,0.1331055,0.24997222,0.22693975,0.13624552,0.18663485,0.19765835,0.22045897
159,0.17944656,0.2870143,0.35895568,0.20322914,0.35866275,0.19127966,0.28636414,0.2962462,0.2641223,0.36012742,0.13211414,0.35322666,0.300033,0.22084509,0.34238246,0.3022103,0.22873832,0.28652614,0.2870143,0.31367373
160,0.27351168,0.3838773,0.45962638,0.30598676,0.4620931,0.286536,0.38916114,0.36585945,0.35752663,0.45900968,0.22141437,0.4517547,0.39491796,0.32081327,0.43767673,0.406256,0.33308133,0.3838773,0.37265715,0.41593507
161,0.37063798,0.47848925,0.5611513,0.41592053,0.56069237,0.38490456,0.4816372,0.47183764,0.4635833,0.56298715,0.31357172,0.5533996,0.4904999,0.4217989,0.54726344,0.51091456,0.4411318,0.47848925,0.46525875,0.5188904
162,0.4706306,0.57565844,0.66456443,0.5122491,0.6627006,0.4862108,0.5765399,0.5725231,0.5621993,0.67201966,0.40830973,0.65805566,0.5823091,0.5181486,0.6467446,0.6205944,0.53806335,0.57565844,0.5586868,0.61634713
163,0.573094,0.6753509,0.76897395,0.6109629,0.7681606,0.58995324,0.6831309,0.6743366,0.661946,0.7722275,0.50565696,0.765256,0.6791055,0.61960554,0.74847364,0.72192246,0.6376085,0.6753509,0.6477985,0.7210529
164,0.67819625,0.7771942,0.87671274,0.71235806,0.87343264,0.69643134,0.7813281,0.7771942,0.76382226,0.88272214,0.605256,0.8752104,0.77693105,0.7225096,0.86196655,0.8254352,0.7395398,0.7772685,0.7430292,0.8287095
165,0.7853612,0.88100255,0.9859216,0.81578416,0.97716844,0.8049794,0.88158524,0.88100255,0.8676516,0.9855679,0.70688826,0.98733634,0.87415326,0.82540715,0.9670951,0.94059706,0.84356594,0.88133085,0.83929634,0.93190765
166,0.89805603,0.987897,1.0925201,0.9213469,1.07941,0.92635775,0.9910341,0.987897,0.9731745,1.0902088,0.8048926,1.1017655,0.97008014,0.92626786,1.0740812,1.04719,0.94968253,0.9967797,0.93580633,1.0378487
167,1.003238,1.0912101,1.204607,1.028822,1.183268,1.0381052,1.0938802,1.0912101,1.0850872,1.2036093,0.9090309,1.2085975,1.0679471,1.0267897,1.1904331,1.1556877,1.0499326,1.1038,1.032173,1.1131155
168,1.1070019,1.1972604,1.3126696,1.1379796,1.2885705,1.151602,1.1983211,1.1972604,1.1951787,1.3106384,1.0168003,1.3207946,1.1657116,1.1340673,1.3001037,1.2657077,1.1535861,1.2105142,1.1295522,1.2178557
169,1.2071251,1.304416,1.4124509,1.2454126,1.3951817,1.2669655,1.3041118,1.304416,1.304652,1.3813009,1.126164,1.438134,1.264197,1.236888,1.4060302,1.3774285,1.266298,1.315741,1.2273654,1.3271894
170,1.3085005,1.4101311,1.5110294,1.3543572,1.503014,1.3837847,1.4113061,1.4101311,1.3932433,1.4857234,1.2369105,1.5098275,1.3631201,1.3410314,1.515837,1.4899113,1.3804525,1.4265721,1.326398,1.4378902
171,1.4026439,1.5079736,1.6109782,1.4616742,1.6094137,1.4940617,1.5183728,1.5090193,1.4910285,1.5908786,1.3489085,1.603294,1.4625441,1.4463615,1.617236,1.5738173,1.4869168,1.5326881,1.4160777,1.5079736
172,1.4885279,1.6011089,1.6653408,1.5408754,1.6649901,1.6075574,1.6221412,1.5558225,1.6011089,1.6561296,1.4595655,1.6141618,1.5600107,1.5093035,1.6667438,1.6230946,1.5651098,1.5887456,1.4957685,1.6163222
173,1.585557,1.6559486,1.7163112,1.5926473,1.7154783,1.6736039,1.7107861,1.6375664,1.6559486,1.7082708,1.569799,1.6425601,1.6567094,1.5894965,1.7196428,1.6739548,1.6104802,1.6404159,1.5925027,1.6822579
174,1.6412041,1.7048402,1.764805,1.6479983,1.7365756,1.730043,1.7631536,1.6872474,1.709291,1.7534112,1.6442343,1.6792201,1.7048402,1.6389735,1.7714107,1.71641,1.6417618,1.6955154,1.6630882,1.7321421
175,1.6742344,1.7245255,1.7889005,1.7063336,1.7584854,1.7895796,1.7887307,1.7145962,1.7372392,1.7200346,1.7008582,1.6760039,1.7521919,1.6914351,1.768582,1.7452642,1.667156,1.7182,1.7245255,1.784991
